feature,mean_abs_shap
HU-UA Schedule_t+555min,627.9281132777865
HU-SK_t-75min,625.6976308463577
HU-SK_t-180min,624.470956349332
HU-AT Schedule_t+345min,624.4110377227836
Activated Negative aFRR Balancing Energy (kWh)_t-180min,623.5200242554042
Gross System Load Forecast (Day-Ahead),622.0494011346151
Gross Planned Power Plant Generation_t+495min,620.1518821266964
Gross Certified System Load (Actual)_t-480min,619.9695369129166
HU-RO_t-480min,619.5441998497254
HU-SK Schedule_t+120min,619.0266695698383
HU-AT Schedule_t+675min,618.8378915447331
Positive GCC Energy (kWh)_t-510min,615.8198387963608
Estimated Solar Power Production (Intraday)_t+600min,615.7745059456803
Gross System Load Forecast (Day-Ahead)_t+720min,615.1176584218983
HU-UA_t-240min,614.999546642308
HU-RS Schedule_t+60min,613.8064434753303
HU-RO Schedule_t+150min,613.6055402671736
Estimated Wind Power Production (Intraday)_t+195min,613.2432892402575
HU-UA Schedule_t+510min,612.0923959948029
Activated Negative aFRR Balancing Energy (kWh)_t-495min,612.043594058247
Requested Positive aFRR Balancing Energy (kWh)_t-420min,611.3822839541103
HU-AT Schedule_t+315min,611.1252361811277
Requested Negative aFRR Balancing Energy (kWh)_t-510min,610.9241571926084
Estimated Solar Power Production (Day-Ahead)_t+210min,610.1970146411676
HU-SK_t-495min,610.1238616051147
HU-RS_t-180min,609.4346593075165
Estimated Solar Power Production (Current)_t+315min,608.8789767525197
Activated Positive aFRR Balancing Energy (kWh)_t-225min,607.7016353631366
HU-RS Schedule_t+510min,606.3103296278014
HU-HR Schedule_t+435min,605.1669440950127
System Direction (kWh)_t-120min,605.0499763701328
HU-UA Schedule_t+375min,604.519844887285
Gross Certified System Load (Actual)_t-165min,603.6654981600527
100m_wind_speed_mean_t+30min,603.6436079911421
HU-AT_t-510min,602.7071802059215
HU-AT_t-120min,602.6340110839141
Negative GCC Energy (kWh)_t-480min,602.5287963188126
Gross Planned Power Plant Generation_t+660min,602.3877171969274
HU-UA Schedule_t+195min,602.0193563011733
Positive GCC Energy (kWh)_t-465min,601.5891486176064
HU-SK Schedule_t+450min,601.1547017246157
HU-RO_t-75min,600.1409274269545
Estimated Solar Power Production (Day-Ahead)_t+495min,600.1405412223646
Activated Positive aFRR Balancing Energy Cost (HUF)_t-375min,599.9099392284729
Requested Negative aFRR Balancing Energy (kWh)_t-330min,599.5437294759196
Gross Certified System Load (Actual)_t-375min,599.4675731940902
Estimated Solar Power Production (Intraday)_t+540min,599.3885151214328
Estimated Solar Power Production (Intraday)_t+30min,598.6974392904878
Positive GCC Energy (kWh)_t-480min,596.2236801076801
HU-SK_t-150min,596.1529018349579
HU-AT Schedule_t+720min,595.7259409115901
Solar Power Plants Net (Operational Control)_t-285min,595.7029997417824
Gross System Load Forecast (Day-Ahead)_t+450min,595.6454047222321
HU-HR Schedule_t+720min,595.2054336097407
Estimated Solar Power Production (Intraday)_t+525min,594.8473840148426
HU-UA Schedule_t+105min,594.7510067553965
HU-RS_t-510min,594.0977975650948
HU-UA_t-75min,593.281638705585
Negative GCC Energy (kWh)_t-225min,593.1299282562229
Estimated Solar Power Production (Intraday)_t+570min,592.7263085043496
HU-SK Schedule_t+165min,592.2958928526716
HU-RO_t-270min,592.2123105621855
HU-RO_t-405min,591.9974409098976
Gross System Load Forecast (Day-Ahead)_t+510min,591.680754731531
HU-HR_t-105min,591.450699283999
Activated Negative aFRR Balancing Energy (kWh)_t-270min,591.3984740222724
Gross Planned Power Plant Generation_t+645min,590.1221236673371
HU-HR Schedule_t+615min,588.7553949202945
Positive GCC Energy (kWh)_t-300min,588.595657869057
Estimated Wind Power Production (Intraday)_t+90min,588.1245885356044
System Direction (kWh)_t-390min,587.0340167499799
Gross Planned Power Plant Generation_t+540min,586.8008772008633
Gross Actual Power Plant Generation_t-600min,586.3452188680922
Gross System Load Forecast (Day-Ahead)_t+600min,586.2172443289998
HU-SK Schedule_t+570min,586.0044045726667
HU-HR Schedule_t+360min,585.8650318458043
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-195min,585.7288308266068
HU-SK_t-120min,585.4684852058302
Estimated Solar Power Production (Day-Ahead)_t+600min,585.3523887798376
HU-UA Schedule_t+570min,584.8697395884793
HU-UA_t-255min,583.610338671986
Gross System Load Forecast (Day-Ahead)_t+525min,583.5644208263008
Estimated Solar Power Production (Intraday)_t+210min,583.2977871604578
Estimated Solar Power Production (Current)_t+435min,582.6406056912394
HU-UA_t-120min,582.516098174854
Activated Positive aFRR Balancing Energy Cost (HUF)_t-90min,581.6022375964428
Estimated Solar Power Production (Day-Ahead)_t+330min,581.4778594912997
HU-RO Schedule_t+270min,581.4298586295434
HU-RO Schedule_t+105min,581.2613588865648
HU-HR_t-450min,581.0092351898592
HU-UA_t-180min,580.7830267555801
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-525min,580.7651901771764
HU-HR_t-375min,579.3528638181293
Estimated Solar Power Production (Current)_t+300min,578.854838050718
Gross Planned Power Plant Generation_t+165min,575.7315877708708
HU-RS_t-270min,574.7811926868651
HU-SK_t-270min,574.7325868571214
HU-HR Schedule_t+420min,574.2186172715368
Estimated Solar Power Production (Day-Ahead)_t+525min,573.692478218208
HU-SK Schedule_t+585min,573.6086203909483
Estimated Solar Power Production (Intraday)_t+405min,573.2837799846902
Wind Power Actual - Net Commercial Settlement_t-420min,573.1345543055227
HU-RS Schedule_t+330min,572.6621809927842
HU-SK_t-450min,572.3220360161332
Requested Positive aFRR Balancing Energy (kWh)_t-285min,571.8946461269636
Negative GCC Energy (kWh)_t-165min,571.4390218161897
HU-SK Schedule_t+480min,571.4045007114441
Gross Planned Power Plant Generation_t+360min,571.3725725829199
HU-AT_t-240min,571.2558629537513
Activated Negative aFRR Balancing Energy (kWh)_t-600min,570.8699678510981
HU-UA_t-450min,570.4057620404667
Gross Planned Power Plant Generation,569.734219287431
ssrd_std_t+15min,569.0075021185776
Gross System Load Forecast (Day-Ahead)_t+285min,568.9466637641872
HU-RS_t-30min,567.3802029432368
Estimated Solar Power Production (Day-Ahead)_t+195min,566.838479124887
Negative GCC Energy (kWh)_t-240min,565.905559759104
Estimated Solar Power Production (Intraday)_t+225min,565.0130302636827
HU-RO Schedule_t+480min,563.7488627055328
HU-RO_t-150min,563.6081492021463
Activated Positive aFRR Balancing Energy (kWh)_t-300min,563.5068511131262
Estimated Wind Power Production (Intraday)_t+555min,563.4390138341297
HU-UA Schedule_t+210min,562.897770046831
System Direction (kWh)_t-270min,562.8695781187616
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-390min,562.356838966496
HU-SK_t-240min,560.5934137300732
HU-UA_t-540min,560.3536619023923
HU-HR Schedule_t+555min,559.6865837745199
HU-SK Schedule_t+330min,559.5357016152109
HU-UA_t-195min,558.7014400964888
Estimated Solar Power Production (Day-Ahead)_t+225min,558.2493260524807
HU-AT Schedule_t+645min,558.23776927485
HU-UA_t-105min,557.6653018371368
HU-AT Schedule_t+105min,556.8260196737427
Gross Planned Power Plant Generation_t+675min,556.0256942279228
HU-RO Schedule_t+405min,555.981748836246
System Direction (kWh)_t-90min,555.4882237542658
Estimated Solar Power Production (Day-Ahead)_t+60min,554.7543863107982
Gross Actual Power Plant Generation_t-360min,554.6446023371328
Gross Actual Power Plant Generation_t-45min,554.4645791131469
Gross System Load Forecast (Day-Ahead)_t+555min,553.0879715304138
Estimated Wind Power Production (Day-Ahead)_t+300min,552.8886604296565
Gross Certified System Load (Actual)_t-435min,552.6062228355622
Estimated Wind Power Production (Intraday)_t+45min,552.5302397207636
100m_wind_speed_std,552.4509229633909
Gross Certified System Load (Actual)_t-525min,552.2477848439909
HU-RS Schedule_t+645min,551.2470431374493
HU-HR Schedule_t+405min,550.1910562890425
Gross Actual Power Plant Generation_t-405min,549.9940928884201
Gross Actual Power Plant Generation_t-495min,549.292552220336
Estimated Solar Power Production (Intraday)_t+480min,549.2390795638614
Estimated Solar Power Production (Day-Ahead)_t+435min,549.1255318947318
Estimated Solar Power Production (Day-Ahead)_t+585min,548.9653772949387
Negative GCC Energy (kWh)_t-180min,548.8891696538541
System Direction (kWh)_t-285min,548.856533390869
HU-RS Schedule,548.8091982454654
Negative GCC Energy (kWh)_t-435min,548.3982367813547
HU-RO_t-300min,548.3590781673971
HU-AT_t-345min,548.2488701009627
HU-RO_t-210min,548.1707380514923
HU-RO Schedule_t+90min,547.5748506345349
Estimated Wind Power Production (Day-Ahead)_t+75min,547.3798417202595
Activated Positive aFRR Balancing Energy (kWh)_t-240min,546.747135499402
System Direction (kWh)_t-75min,545.9850010401199
HU-RO Schedule_t+705min,544.7934327189942
Negative GCC Energy (kWh)_t-210min,544.6700349494147
HU-AT_t-300min,543.9582496752741
System Direction (kWh)_t-315min,543.927113775134
HU-UA_t-315min,543.6328380172963
Estimated Solar Power Production (Day-Ahead)_t+540min,542.5506976170727
Gross Certified System Load (Actual)_t-315min,542.3745645682421
HU-HR_t-405min,542.2806061048436
Estimated Solar Power Production (Current)_t+555min,541.6493974257354
Requested Negative aFRR Balancing Energy (kWh)_t-180min,541.6059349772225
Gross System Load Forecast (Day-Ahead)_t+420min,541.5119017201371
HU-AT_t-150min,541.2291963824501
Activated Negative aFRR Balancing Energy (kWh)_t-315min,540.6273599022659
Gross Planned Power Plant Generation_t+345min,539.3223897557112
HU-HR_t-510min,538.9860762961422
Estimated Solar Power Production (Intraday)_t+285min,538.1569276754354
Gross Planned Power Plant Generation_t+240min,537.7331455868226
HU-AT Schedule_t+570min,537.4949743862054
Estimated Solar Power Production (Current)_t+375min,537.0463811806958
HU-AT_t-420min,536.9071734704354
Gross Planned Power Plant Generation_t+615min,536.8300541591308
Gross System Load Forecast (Day-Ahead)_t+210min,536.5595410705318
HU-UA Schedule_t+120min,536.2602924464082
Gross System Load Forecast (Day-Ahead)_t+585min,535.4957218208544
Solar Power Plants Net (Operational Control)_t-465min,534.9189975001628
Requested Negative aFRR Balancing Energy (kWh)_t-120min,534.7347613735501
Estimated Solar Power Production (Intraday)_t+435min,534.4615637691102
HU-RS Schedule_t+75min,534.4590043095602
Gross System Load Forecast (Day-Ahead)_t+435min,534.1880548574854
Estimated Solar Power Production (Intraday)_t+450min,533.5540798459381
HU-UA Schedule_t+465min,533.4021709783135
HU-SK_t-465min,533.2491334144099
HU-UA Schedule_t+540min,532.1532198535574
HU-RO_t-435min,531.6026956344795
Negative GCC Energy (kWh)_t-465min,531.3738888182734
Gross Planned Power Plant Generation_t+705min,529.8782955076285
HU-AT_t-180min,529.8634326697118
Estimated Solar Power Production (Day-Ahead),529.3390277801648
Estimated Solar Power Production (Day-Ahead)_t+420min,528.980465592286
HU-AT Schedule_t+465min,528.9591100035702
Estimated Solar Power Production (Day-Ahead)_t+105min,528.8237907211611
10m_wind_speed_mean_t+30min,528.2416854653065
temp_mean_t+30min,528.1123286134301
HU-UA_t-300min,527.1528759356456
Positive GCC Energy (kWh)_t-525min,526.8895161901469
Gross Planned Power Plant Generation_t+630min,526.4183668262508
Negative GCC Energy (kWh)_t-510min,526.0713514207121
Estimated Solar Power Production (Day-Ahead)_t+405min,525.2520740988366
HU-SK_t-525min,524.6342827134383
Estimated Solar Power Production (Current)_t+420min,524.3997800880429
System Direction (kWh)_t-255min,523.7233245417174
HU-RO_t-360min,523.2610703680369
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-495min,523.0434355993318
Gross System Load Forecast (Day-Ahead)_t+360min,522.4343712032828
HU-RO_t-390min,522.0944167339217
HU-AT_t-465min,521.8043112096709
Requested Positive aFRR Balancing Energy (kWh)_t-180min,521.794115463246
Gross Actual Power Plant Generation_t-465min,520.2651789854693
Estimated Solar Power Production (Intraday)_t+240min,520.1213542308114
HU-RS Schedule_t+315min,519.8509669070752
Activated Positive aFRR Balancing Energy (kWh)_t-270min,519.6116818341427
Estimated Wind Power Production (Day-Ahead)_t+120min,519.583747217051
HU-HR_t-390min,519.521605106928
Solar Power Plants Net (Operational Control)_t-360min,518.7646858596123
Estimated Solar Power Production (Current)_t+255min,518.2272444099847
Requested Negative aFRR Balancing Energy (kWh)_t-90min,517.8845110652379
Estimated Solar Power Production (Current)_t+270min,517.4538320619357
HU-SK_t-285min,517.4245464268168
Requested Negative aFRR Balancing Energy (kWh)_t-555min,516.3605876661593
HU-HR Schedule_t+450min,516.3008703235273
HU-UA Schedule_t+390min,515.6040676207707
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-330min,515.4785106704287
HU-RO Schedule_t+585min,515.1803788948596
Activated Positive aFRR Balancing Energy (kWh)_t-285min,514.6172743865751
Requested Negative aFRR Balancing Energy (kWh)_t-450min,513.8015757856003
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-405min,513.1547901175613
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-555min,512.8858598865895
HU-UA_t-135min,511.91952021598854
HU-RS_t-555min,511.1693216037369
Positive GCC Energy (kWh)_t-495min,510.37590205750047
Requested Negative aFRR Balancing Energy (kWh)_t-540min,510.27182081407153
Requested Positive aFRR Balancing Energy (kWh)_t-360min,510.20600460492597
Gross Certified System Load (Actual)_t-555min,509.9683183259499
HU-RO_t-60min,509.96312705827796
Estimated Solar Power Production (Intraday)_t+375min,508.7450528930706
Wind Power Actual - Net Commercial Settlement_t-90min,508.64126333830785
HU-HR_t-480min,508.2057700691666
Requested Negative aFRR Balancing Energy (kWh)_t-600min,507.1964238195041
Solar Power Plants Net (Operational Control)_t-495min,507.1583713166759
HU-SK_t-300min,506.0149342188846
HU-RS_t-450min,505.1908829297815
HU-UA Schedule_t+360min,504.6985396760871
Activated Positive aFRR Balancing Energy (kWh)_t-180min,504.64854996272004
HU-RS Schedule_t+270min,504.21602879212975
System Direction (kWh)_t-345min,503.6263300828604
Gross Actual Power Plant Generation_t-420min,503.21538345799587
Activated Negative aFRR Balancing Energy (kWh)_t-75min,502.51594086561965
Requested Negative aFRR Balancing Energy (kWh)_t-255min,502.4489050111214
Positive GCC Energy (kWh)_t-285min,502.05251577462593
HU-UA Schedule_t+585min,501.8181947342332
HU-UA_t-390min,501.5790293467871
HU-AT_t-225min,501.27327197482236
Estimated Solar Power Production (Intraday)_t+15min,501.21809517298357
Estimated Wind Power Production (Day-Ahead),500.8196660106362
HU-SK_t-315min,500.1811469046898
Activated Positive aFRR Balancing Energy Cost (HUF)_t-225min,499.11791973445224
Activated Positive aFRR Balancing Energy (kWh)_t-360min,498.6066994206379
HU-SK_t-165min,498.45321706876143
HU-UA Schedule_t+15min,498.29124024566636
Requested Positive aFRR Balancing Energy (kWh)_t-255min,498.15917937677494
HU-RS_t-495min,497.86244580012163
Activated Negative aFRR Balancing Energy (kWh)_t-585min,496.0525538718074
Activated Negative aFRR Balancing Energy (kWh)_t-120min,495.8573046433427
Gross Planned Power Plant Generation_t+570min,495.6396284454727
Solar Power Plants Net (Operational Control)_t-405min,495.55618038967714
Gross System Load Forecast (Day-Ahead)_t+705min,495.219424985804
Gross Planned Power Plant Generation_t+510min,494.6935878091128
HU-HR Schedule_t+345min,494.6445786556784
HU-RS_t-60min,494.5176006724565
Gross Planned Power Plant Generation_t+405min,494.35285479070103
HU-SK Schedule_t+345min,493.64042198221716
Estimated Solar Power Production (Current)_t+15min,492.85537653758473
Activated Negative aFRR Balancing Energy (kWh)_t-105min,492.5894007090485
Solar Power Plants Net (Operational Control)_t-600min,492.2818301443179
Gross Planned Power Plant Generation_t+225min,492.2062712862172
Gross Planned Power Plant Generation_t+690min,492.043176921785
Activated Negative aFRR Balancing Energy (kWh)_t-450min,492.02461636463977
Solar Power Plants Net (Operational Control)_t-375min,491.60962124031806
Estimated Solar Power Production (Intraday)_t+75min,491.20548616088854
HU-SK_t-330min,491.1004222147601
HU-UA Schedule_t+45min,491.05984482653247
HU-RS_t-465min,489.64864688888036
Gross Planned Power Plant Generation_t+270min,489.124063113305
HU-RO Schedule_t+360min,489.0915957719776
temp_std_t+45min,488.5824721898041
Activated Negative aFRR Balancing Energy (kWh)_t-225min,488.53050211513704
HU-SK Schedule_t+645min,488.37227965249673
Negative GCC Energy (kWh)_t-375min,487.9599066209451
HU-HR_t-570min,487.7742410020816
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-390min,487.3224480006429
Estimated Solar Power Production (Day-Ahead)_t+45min,487.1711646592088
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-135min,486.37409760621006
HU-HR_t-15min,485.16478266526946
Estimated Wind Power Production (Current)_t+360min,485.1625286358018
Gross Actual Power Plant Generation_t-150min,484.9619906454726
Requested Negative aFRR Balancing Energy (kWh)_t-150min,484.8921508091838
ssrd_std_t+30min,483.6408380356605
HU-RS_t-435min,483.12941644827237
Estimated Solar Power Production (Day-Ahead)_t+180min,482.83982180789314
HU-RO_t-120min,482.49008230155243
HU-UA_t-45min,482.04548932923086
HU-SK Schedule_t+675min,480.7983598975435
HU-RS Schedule_t+120min,480.66419741621223
HU-UA_t-585min,480.16459902315825
HU-SK_t-195min,478.72915036604707
Estimated Solar Power Production (Day-Ahead)_t+75min,477.64918275642185
HU-UA Schedule,477.601751485849
HU-UA_t-285min,477.0296019544596
HU-RS_t-375min,476.48564053619816
HU-RO_t-510min,476.3325546647749
Gross Planned Power Plant Generation_t+330min,476.3266025721257
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-90min,476.0121406385614
HU-HR Schedule_t+495min,475.9364689700238
HU-UA Schedule_t+240min,474.8195676320307
HU-AT Schedule_t+360min,474.7851952167034
Gross Planned Power Plant Generation_t+150min,474.7245379385607
Estimated Wind Power Production (Day-Ahead)_t+60min,473.7908150381676
Activated Positive aFRR Balancing Energy (kWh)_t-195min,472.9248294205318
Wind Power Actual - Net Operational Control,472.25552038008414
Estimated Solar Power Production (Current)_t+45min,471.5899987614004
HU-UA Schedule_t+495min,471.0957554836047
Gross System Load Forecast (Day-Ahead)_t+330min,470.8982032773782
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-420min,470.4421174728138
HU-RS Schedule_t+135min,470.11726453919266
Gross Certified System Load (Actual)_t-150min,469.38394505635915
HU-HR Schedule_t+255min,469.31250272826134
Requested Positive aFRR Balancing Energy (kWh)_t-345min,467.63505669365543
Negative GCC Energy (kWh)_t-315min,466.8324987477803
HU-RS_t-150min,466.71387675032315
100m_wind_speed_std_t+75min,466.4866252023106
HU-UA_t-570min,466.4064511703384
Estimated Wind Power Production (Intraday)_t+240min,466.2850351754757
HU-SK_t-585min,465.1608807949607
HU-RS Schedule_t+540min,465.0457107362415
Activated Positive aFRR Balancing Energy Cost (HUF)_t-135min,464.96042990781496
HU-RO Schedule_t+435min,464.42391251949624
Positive GCC Energy (kWh)_t-330min,464.0402013477489
HU-AT Schedule_t+330min,463.3393135479012
HU-HR_t-165min,462.9068102178876
Gross System Load Forecast (Day-Ahead)_t+300min,462.3506815259012
HU-UA Schedule_t+600min,462.20627366361373
10m_wind_speed_mean_t+45min,462.06557390487956
Gross Certified System Load (Actual)_t-570min,462.0028906452841
Wind Power Actual - Net Commercial Settlement_t-150min,461.58773366090054
HU-AT_t-435min,461.4232750420302
Solar Power Plants Net (Operational Control)_t-420min,461.13692679352556
10m_wind_speed_mean_t+15min,461.11926201768654
HU-HR_t-420min,460.8863210623206
Activated Negative aFRR Balancing Energy (kWh)_t-435min,460.8150116937874
HU-RO_t-105min,460.5371570732434
Estimated Solar Power Production (Day-Ahead)_t+90min,460.0918139167792
Estimated Solar Power Production (Intraday)_t+510min,459.9280815949794
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-540min,459.8026781221365
Gross Actual Power Plant Generation_t-525min,459.56017607685294
HU-UA_t-525min,459.15984257871037
Activated Negative aFRR Balancing Energy (kWh)_t-90min,459.10249309483737
Gross Certified System Load (Actual)_t-225min,459.0461407118239
Wind Power Actual - Net Operational Control_t-300min,459.04436804961017
Gross Certified System Load (Actual)_t-540min,458.82860633580685
HU-SK_t-540min,458.30800934973627
10m_wind_speed_std_t+15min,458.0251888442974
Activated Positive aFRR Balancing Energy Cost (HUF)_t-285min,456.6789218218327
Activated Negative aFRR Balancing Energy Cost (HUF)_t-45min,456.6240817205395
Activated Positive aFRR Balancing Energy Cost (HUF)_t-150min,456.44777159026603
HU-RS Schedule_t+450min,455.8145841887717
HU-RO Schedule_t+420min,455.4306959533269
Gross System Load Forecast (Day-Ahead)_t+690min,455.0658675854232
HU-RS Schedule_t+555min,454.4206363435505
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-450min,453.7386200373036
Gross Certified System Load (Actual)_t-450min,453.6464340027387
Estimated Solar Power Production (Day-Ahead)_t+165min,452.9237080174756
Gross Certified System Load (Actual)_t-390min,452.2606195716419
HU-RO_t-315min,451.14603117604406
HU-AT_t-210min,450.9127893872375
HU-RO_t-450min,450.84229611631895
HU-HR_t-45min,450.81737116528154
Activated Positive aFRR Balancing Energy Cost (HUF)_t-345min,449.92802195308747
Gross Actual Power Plant Generation_t-180min,449.5568120647553
Positive GCC Energy (kWh)_t-225min,449.2142131769799
Gross Certified System Load (Actual)_t-45min,448.81776842885273
Gross System Load Forecast (Day-Ahead)_t+405min,448.7418787021279
HU-HR_t-465min,447.310848202762
Estimated Solar Power Production (Day-Ahead)_t+30min,446.78411958632313
HU-RO Schedule_t+570min,446.26019969506933
HU-RS Schedule_t+480min,446.0689004473224
Gross System Load Forecast (Day-Ahead)_t+135min,445.40260135561107
HU-HR Schedule_t+705min,444.947648721094
Estimated Solar Power Production (Current)_t+390min,444.6069149896497
Requested Negative aFRR Balancing Energy (kWh)_t-195min,444.31835278799065
HU-AT Schedule_t+405min,444.19058577819044
Activated Positive aFRR Balancing Energy Cost (HUF)_t-165min,443.69324874278584
Activated Negative aFRR Balancing Energy (kWh)_t-150min,441.7704512173178
Estimated Solar Power Production (Current)_t+480min,441.5397889264668
Requested Negative aFRR Balancing Energy (kWh)_t-525min,441.3102972869729
Activated Negative aFRR Balancing Energy (kWh)_t-195min,440.98863962460155
HU-RO_t-555min,440.82081769710084
Solar Power Plants Net (Operational Control)_t-480min,440.2402585341244
HU-RO Schedule_t+525min,439.9177771025732
Estimated Solar Power Production (Day-Ahead)_t+510min,439.7789436434432
HU-AT_t-555min,439.63279636456247
Gross System Load Forecast (Day-Ahead)_t+645min,439.16674558826776
System Direction (kWh)_t-240min,439.1516937630696
Activated Negative aFRR Balancing Energy (kWh)_t-390min,438.6349247454676
HU-AT Schedule_t+555min,438.13431206058783
HU-HR_t-330min,437.37527296654287
HU-SK Schedule_t+705min,437.345791292938
Estimated Solar Power Production (Current)_t+465min,436.91588369098673
Negative GCC Energy (kWh)_t-390min,436.70041678865016
Gross Certified System Load (Actual)_t-90min,436.56960609771795
HU-UA_t-330min,435.7784335199084
HU-UA_t-555min,435.7486109027345
100m_wind_speed_mean_t+60min,435.5619802074217
Estimated Solar Power Production (Intraday),435.3722219602266
Estimated Wind Power Production (Day-Ahead)_t+90min,434.96446451823056
Estimated Solar Power Production (Current)_t+495min,434.6894252384292
Estimated Solar Power Production (Current)_t+585min,434.5886747555529
Requested Negative aFRR Balancing Energy (kWh)_t-405min,434.45761463734675
Requested Negative aFRR Balancing Energy (kWh)_t-390min,433.97749162997866
Estimated Solar Power Production (Current)_t+330min,433.4631175238632
HU-RO Schedule_t+120min,432.69357225192067
Estimated Solar Power Production (Current)_t+510min,432.6014984097186
HU-HR_t-585min,432.4237833866023
Estimated Wind Power Production (Current)_t+240min,432.13205112012463
HU-SK Schedule_t+600min,432.10189254701305
Estimated Solar Power Production (Intraday)_t+390min,431.6935770446689
Solar Power Plants Net (Operational Control)_t-450min,431.6243857179988
Estimated Wind Power Production (Day-Ahead)_t+585min,431.5153262733382
10m_wind_speed_std_t+30min,431.5002809454731
Activated Positive aFRR Balancing Energy (kWh)_t-345min,431.2133766369214
HU-AT_t-285min,431.1525898417101
HU-RS_t-540min,430.9205976385214
Estimated Solar Power Production (Current)_t+540min,430.8446797703329
Wind Power Actual - Net Operational Control_t-60min,430.61646153239707
HU-HR Schedule_t+645min,430.46849287914705
HU-AT_t-450min,430.36446155867145
HU-HR Schedule_t+165min,430.0794094327009
HU-HR_t-540min,429.33882618808707
Negative GCC Energy (kWh)_t-495min,429.27193758406645
Activated Negative aFRR Balancing Energy (kWh)_t-135min,428.873883959923
HU-SK Schedule_t+135min,428.35133053345015
Wind Power Actual - Net Commercial Settlement_t-540min,427.87840431235617
HU-RS Schedule_t+420min,427.7359566203935
HU-RO_t-180min,427.2137548445935
Positive GCC Energy (kWh)_t-540min,426.9481476812093
Estimated Solar Power Production (Intraday)_t+465min,426.0772360778378
HU-HR_t-135min,426.01476882048036
Requested Positive aFRR Balancing Energy (kWh)_t-225min,425.9997620488769
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-75min,425.8610593235718
Solar Power Plants Net (Operational Control)_t-555min,425.03498010726184
Wind Power Actual - Net Operational Control_t-75min,424.7936073650832
Activated Positive aFRR Balancing Energy (kWh)_t-75min,424.32479471380236
HU-RS_t-390min,423.9448543522662
Gross Planned Power Plant Generation_t+210min,422.8508210826708
Gross Planned Power Plant Generation_t+600min,421.83567211146016
Activated Positive aFRR Balancing Energy (kWh)_t-330min,421.75446271274836
HU-SK_t-405min,421.0983862228729
HU-UA Schedule_t+480min,420.45340069188194
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-435min,420.01042002390295
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-315min,419.6952257494976
Activated Negative aFRR Balancing Energy (kWh)_t-510min,418.31246667945015
Wind Power Actual - Net Commercial Settlement_t-225min,417.8988247494662
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-345min,417.8139688565993
HU-RS Schedule_t+180min,417.62373364228495
Activated Positive aFRR Balancing Energy (kWh)_t-120min,417.00137438020556
Solar Power Plants Net (Operational Control)_t-255min,416.83549706321355
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-135min,416.6606006324842
HU-SK_t-390min,416.57966971549126
HU-HR_t-180min,416.4856123577007
Activated Positive aFRR Balancing Energy Cost (HUF)_t-360min,416.473548310486
Gross System Load Forecast (Day-Ahead)_t+495min,416.38438963852786
100m_wind_speed_mean_t+45min,415.28765417411694
Estimated Wind Power Production (Current)_t+435min,415.2328762291303
Wind Power Actual - Net Operational Control_t-345min,414.8952957007401
Wind Power Actual - Net Commercial Settlement_t-495min,414.5615224781592
Estimated Wind Power Production (Current)_t+300min,414.06295630499227
HU-SK_t-420min,413.6834162567724
Gross Actual Power Plant Generation_t-570min,412.9694721436766
Wind Power Actual - Net Operational Control_t-255min,412.95887578291774
HU-SK Schedule_t+495min,412.90895553146174
Estimated Wind Power Production (Current)_t+255min,412.6787379708029
HU-RO_t-195min,411.1943988263015
100m_wind_speed_mean_t+75min,410.3837056178251
Activated Positive aFRR Balancing Energy Cost (HUF)_t-270min,410.11872640704314
HU-AT_t-165min,409.65831455614136
Estimated Wind Power Production (Current)_t+225min,409.5706704799009
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-75min,409.185793698492
HU-UA Schedule_t+405min,408.5838489830156
Estimated Solar Power Production (Day-Ahead)_t+555min,408.3965613649754
System Direction (kWh)_t-300min,408.3599968977646
HU-UA Schedule_t+450min,408.2952593726566
Gross System Load Forecast (Day-Ahead)_t+660min,407.46620725122364
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-570min,406.64130010779814
HU-AT_t-600min,406.4112231207114
HU-AT_t-135min,405.8676602460771
HU-SK Schedule_t+465min,405.59533579339507
HU-HR_t-525min,405.3685195744247
