feature,mean_abs_shap
Gross Planned Power Plant Generation,5.4709806
Requested Positive aFRR Balancing Energy (kWh)_t-405min,5.459446
Activated Negative aFRR Balancing Energy (kWh)_t-90min,5.4562564
Net Planned System Generation_t-510min,5.4489717
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-450min,5.443283
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-225min,5.4340615
temp_std_t+15min,5.4223113
HU-RO Schedule_t+495min,5.4120064
HU-AT_t-120min,5.411887
Negative GCC Energy (kWh)_t-540min,5.4039464
Activated Negative aFRR Balancing Energy Cost (HUF)_t-465min,5.3833394
Activated Positive aFRR Balancing Energy Cost (HUF)_t-15min,5.3669553
HU-RO Schedule_t+675min,5.3596473
temp_avg_t+45min,5.342229
Gross System Load Forecast (Day-Ahead)_t+690min,5.3389325
Gross System Load Forecast (Day-Ahead)_t+120min,5.298041
HU-AT_t-270min,5.292598
HU-SK Schedule_t+510min,5.290327
Gross Planned Power Plant Generation_t+60min,5.283404
HU-SK_t-120min,5.27936
Net Planned System Generation_t-360min,5.275998
HU-UA_t-375min,5.268714
HU-RO_t-105min,5.268146
Gross System Load Forecast (Day-Ahead)_t+285min,5.2596035
Requested Negative aFRR Balancing Energy (kWh)_t-300min,5.259023
HU-RS Schedule_t+375min,5.2497835
temp_avg_t+60min,5.2472286
Negative GCC Energy (kWh)_t-150min,5.240976
Net Load_t-390min,5.2211437
Gross Planned Power Plant Generation_t+45min,5.2034097
HU-UA_t-30min,5.197853
Gross System Load Forecast (Day-Ahead)_t+405min,5.1931024
Requested Negative aFRR Balancing Energy (kWh)_t-180min,5.1875563
Activated Negative aFRR Balancing Energy Cost (HUF)_t-255min,5.1873827
HU-AT Schedule_t+30min,5.178292
Activated Negative aFRR Balancing Energy (kWh)_t-210min,5.175484
HU-RS_t-90min,5.169503
Estimated Solar Power Production (Day-Ahead)_t+270min,5.1510587
HU-AT_t-300min,5.1466703
Requested Positive aFRR Balancing Energy (kWh)_t-120min,5.140749
Estimated Solar Power Production (Day-Ahead)_t+465min,5.1296554
Estimated Solar Power Production (Current)_t+600min,5.1263256
Gross Actual Power Plant Generation_t-600min,5.120654
Gross System Load Forecast (Day-Ahead)_t+360min,5.0820932
Net Domestic Generation (Actual)_t-360min,5.0790124
HU-RO_t-45min,5.0781713
Negative GCC Energy (kWh)_t-165min,5.0731606
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-405min,5.069714
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-120min,5.0559177
Gross Planned Power Plant Generation_t+480min,5.0530996
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-435min,5.0478578
Net Planned System Generation_t-165min,5.045723
Estimated Solar Power Production (Day-Ahead)_t+525min,5.0452943
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-165min,5.0448484
Net Planned Power Plant Generation_t-600min,5.0421696
temp_std_t+660min,5.0408764
Gross Actual System Load,5.037151
HU-RO Schedule_t+180min,5.0185485
Net Planned Power Plant Generation_t-345min,4.9836507
HU-UA_t-270min,4.9810853
HU-RS_t-435min,4.979741
Estimated Wind Power Production (Intraday)_t+225min,4.9733005
temp_avg_t+225min,4.968114
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-195min,4.967672
HU-SK Schedule_t+30min,4.961668
Net Planned System Generation_t-375min,4.9544725
Gross Planned Power Plant Generation_t+495min,4.9408517
HU-RO Schedule_t+60min,4.9146004
Requested Negative aFRR Balancing Energy (kWh)_t-285min,4.9142265
Gross Planned Power Plant Generation_t+285min,4.9117684
HU-HR_t-480min,4.910054
HU-HR_t-270min,4.9081306
Gross System Load Forecast (Day-Ahead)_t+30min,4.8940735
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-270min,4.874815
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-435min,4.870136
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-75min,4.865622
Net Planned System Load_t-330min,4.864808
HU-AT Schedule_t+480min,4.863353
Estimated Solar Power Production (Day-Ahead)_t+315min,4.860323
Gross Planned System Load_t-600min,4.8496847
HU-HR_t-510min,4.848319
Wind Power Actual - Net Operational Control_t-210min,4.823748
HU-SK Schedule_t+570min,4.8173003
HU-HR Schedule_t+450min,4.813573
Gross Planned System Load_t-555min,4.793535
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-135min,4.790838
Gross Actual Power Plant Generation_t-15min,4.7865596
Net System Load Forecast (Day-Ahead)_t-600min,4.7863145
Activated Positive aFRR Balancing Energy Cost (HUF)_t-210min,4.7732525
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-600min,4.7633505
Gross System Load Forecast (Day-Ahead)_t+675min,4.7449875
HU-HR Schedule_t+390min,4.740551
Requested Negative aFRR Balancing Energy (kWh)_t-90min,4.7320027
Activated Negative aFRR Balancing Energy (kWh)_t-315min,4.7139397
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-420min,4.711862
HU-SK_t-105min,4.703292
HU-RO Schedule_t+615min,4.695173
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-255min,4.680677
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-150min,4.6804895
Estimated Solar Power Production (Intraday)_t+315min,4.6713324
Activated Positive aFRR Balancing Energy Cost (HUF)_t-315min,4.666062
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-360min,4.663075
temp_avg_t+585min,4.6618056
Net Planned System Generation_t-390min,4.655508
HU-HR Schedule_t+480min,4.647624
Net Planned Power Plant Generation_t-225min,4.646217
HU-SK Schedule_t+255min,4.640944
HU-UA_t-600min,4.6405044
Activated Positive aFRR Balancing Energy (kWh)_t-75min,4.628124
Net Planned System Generation_t-315min,4.6229997
HU-SK Schedule_t+645min,4.6177177
Requested Negative aFRR Balancing Energy (kWh)_t-450min,4.6144176
HU-AT Schedule_t+75min,4.6126175
Net Planned System Generation_t-300min,4.6097302
Activated Negative aFRR Balancing Energy Cost (HUF)_t-510min,4.604199
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-375min,4.5890746
HU-AT Schedule_t+270min,4.586322
Estimated Wind Power Production (Current)_t+540min,4.564048
HU-SK_t-75min,4.5614552
temp_std_t+690min,4.5513644
HU-RO Schedule_t+585min,4.536701
HU-RS_t-330min,4.5318875
Gross Planned Power Plant Generation_t+600min,4.5213933
HU-AT_t-225min,4.517306
temp_avg_t+300min,4.510575
Activated Positive aFRR Balancing Energy (kWh)_t-255min,4.5054317
Gross Actual Power Plant Generation_t-435min,4.500887
Activated Positive aFRR Balancing Energy Cost (HUF)_t-75min,4.498137
Estimated Solar Power Production (Intraday)_t+420min,4.4901733
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-360min,4.480958
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-405min,4.4778533
Activated Positive aFRR Balancing Energy (kWh)_t-90min,4.4764414
Activated Negative aFRR Balancing Energy (kWh)_t-450min,4.4644036
HU-RS_t-450min,4.4552445
HU-SK Schedule_t+675min,4.4493694
Net Domestic Generation (Actual)_t-195min,4.4424024
HU-RO Schedule_t+600min,4.4416485
Requested Negative aFRR Balancing Energy (kWh)_t-225min,4.440788
HU-AT Schedule_t+120min,4.4378524
Estimated Wind Power Production (Day-Ahead)_t+600min,4.3855906
HU-HR_t-150min,4.379705
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-495min,4.362827
temp_std_t+120min,4.349545
Gross Actual Power Plant Generation_t-570min,4.3455305
temp_avg_t+135min,4.34077
Negative GCC Energy (kWh)_t-180min,4.339806
Wind Power Actual - Net Commercial Settlement_t-285min,4.3332605
Net Planned System Generation_t-600min,4.32653
Gross System Load Forecast (Day-Ahead)_t+495min,4.325941
Gross Planned Power Plant Generation_t+300min,4.3162932
Net Planned Power Plant Generation_t-120min,4.3109975
Net Planned System Generation_t-540min,4.3070283
HU-UA_t-225min,4.3058643
Net Planned System Generation_t-15min,4.3002906
Net System Load Forecast (Day-Ahead)_t-360min,4.283427
Gross Planned System Load_t-75min,4.2727647
HU-RS Schedule_t+270min,4.266811
HU-AT_t-15min,4.2663903
HU-UA_t-510min,4.2641273
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-390min,4.258098
HU-RS Schedule_t+390min,4.257272
HU-RO Schedule_t+75min,4.256024
Gross System Load Forecast (Day-Ahead)_t+705min,4.2558117
Gross Actual Power Plant Generation,4.255579
HU-SK_t-495min,4.2494264
Activated Negative aFRR Balancing Energy Cost (HUF)_t-225min,4.240968
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-240min,4.234284
Requested Positive aFRR Balancing Energy (kWh)_t-150min,4.226298
Requested Negative aFRR Balancing Energy (kWh)_t-435min,4.2210035
HU-UA Schedule_t+615min,4.2203083
HU-SK Schedule_t+630min,4.212338
HU-SK_t-420min,4.2054863
HU-RO_t-225min,4.199009
Negative GCC Energy (kWh)_t-270min,4.1970654
Activated Negative aFRR Balancing Energy (kWh)_t-225min,4.1829333
Negative GCC Energy (kWh)_t-300min,4.1711555
HU-HR_t-375min,4.1612754
Activated Negative aFRR Balancing Energy (kWh)_t-465min,4.1605344
Gross Actual Power Plant Generation_t-450min,4.154644
Net Planned System Generation_t-270min,4.1507063
HU-UA_t-150min,4.1502824
Net Planned System Generation_t-405min,4.148643
Gross Planned Power Plant Generation_t+330min,4.1305995
HU-SK Schedule_t+405min,4.117715
Estimated Wind Power Production (Day-Ahead)_t+585min,4.1130886
HU-SK Schedule_t+450min,4.1088433
Activated Positive aFRR Balancing Energy (kWh)_t-270min,4.1066294
Requested Positive aFRR Balancing Energy (kWh)_t-315min,4.1012444
HU-SK Schedule_t+150min,4.0952287
temp_avg_t+255min,4.0931115
HU-UA_t-360min,4.091087
HU-UA Schedule_t+165min,4.090966
HU-RS_t-105min,4.0888267
Activated Negative aFRR Balancing Energy (kWh)_t-570min,4.079926
Estimated Solar Power Production (Day-Ahead)_t+390min,4.0789585
HU-RO_t-435min,4.070746
HU-SK_t-480min,4.07028
Net Planned System Load_t-420min,4.060054
HU-UA_t-450min,4.056727
Activated Positive aFRR Balancing Energy (kWh)_t-405min,4.044841
Net Actual System Load - Net Commercial Settlement Measurement_t-600min,4.0344796
Net Planned Power Plant Generation_t-150min,4.0335855
HU-SK_t-195min,4.007035
Requested Positive aFRR Balancing Energy (kWh)_t-135min,3.9945152
temp_std_t+330min,3.9887629
HU-UA_t-15min,3.987857
HU-HR_t-315min,3.9872606
Activated Negative aFRR Balancing Energy Cost (HUF)_t-420min,3.9747603
HU-SK_t-510min,3.9741676
Estimated Wind Power Production (Intraday)_t+210min,3.9720426
Estimated Wind Power Production (Current)_t+150min,3.9688208
HU-RO,3.9633965
HU-AT_t-420min,3.957179
HU-RO Schedule_t+270min,3.9566708
Net Domestic Generation (Actual),3.9535882
Gross Planned Power Plant Generation_t+465min,3.9519608
Gross Actual Power Plant Generation_t-465min,3.9505737
Activated Positive aFRR Balancing Energy (kWh)_t-105min,3.9487143
Gross System Load Forecast (Day-Ahead)_t+525min,3.9467673
temp_std_t+675min,3.9451935
Gross Planned Power Plant Generation_t+720min,3.944966
HU-RO Schedule_t+690min,3.9335346
Net Load_t-420min,3.932122
HU-SK Schedule_t+240min,3.9128907
Activated Negative aFRR Balancing Energy Cost (HUF)_t-180min,3.9115803
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-525min,3.9107046
HU-UA_t-585min,3.908033
Gross Planned System Load_t-90min,3.9008005
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-210min,3.8998673
HU-HR Schedule_t+240min,3.8994777
Activated Negative aFRR Balancing Energy (kWh)_t-600min,3.8923006
Net Planned System Load_t-375min,3.8919468
Estimated Solar Power Production (Intraday)_t+600min,3.8802788
HU-SK_t-435min,3.8746264
HU-AT Schedule,3.8723264
Gross Actual Power Plant Generation_t-360min,3.870318
HU-HR Schedule_t+435min,3.8702176
HU-RS Schedule_t+150min,3.8688676
HU-SK Schedule_t+360min,3.858602
temp_avg_t+465min,3.855378
temp_avg_t+720min,3.8533278
Gross Certified System Load (Actual),3.8429759
Net Actual System Load - Net Commercial Settlement Measurement_t-240min,3.8421042
HU-AT Schedule_t+240min,3.8380625
HU-RS_t-360min,3.8235483
Net System Load Forecast (Day-Ahead)_t-435min,3.8212717
Negative GCC Energy (kWh)_t-330min,3.820976
Activated Positive aFRR Balancing Energy Cost (HUF)_t-150min,3.8194177
HU-AT Schedule_t+465min,3.8146582
HU-HR Schedule_t+555min,3.8070328
HU-SK_t-570min,3.8049655
Net Planned System Generation_t-30min,3.798432
Net System Load Forecast (Day-Ahead)_t-30min,3.7857876
Gross Actual Power Plant Generation_t-480min,3.776684
Requested Positive aFRR Balancing Energy (kWh)_t-165min,3.7739484
Negative GCC Energy (kWh)_t-555min,3.7613184
HU-HR Schedule_t+180min,3.7533553
HU-AT_t-240min,3.7517715
HU-RO Schedule_t+525min,3.750464
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-180min,3.7471223
HU-HR Schedule_t+345min,3.7429655
Activated Positive aFRR Balancing Energy Cost (HUF)_t-120min,3.7408319
Net Planned System Load_t-405min,3.7395692
Gross Planned Power Plant Generation_t+405min,3.72567
Gross Actual Power Plant Generation_t-585min,3.7253387
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-465min,3.7187095
HU-HR Schedule_t+525min,3.718309
HU-UA Schedule_t+480min,3.7142482
HU-RO Schedule_t+630min,3.7134657
HU-HR Schedule_t+495min,3.711899
Gross Actual Power Plant Generation_t-555min,3.7024424
HU-HR Schedule_t+600min,3.6979175
Estimated Solar Power Production (Day-Ahead)_t+420min,3.6956377
Gross Actual Power Plant Generation_t-330min,3.6940904
HU-AT Schedule_t+90min,3.6912565
HU-AT Schedule_t+255min,3.6755528
Gross System Load Forecast (Day-Ahead)_t+465min,3.6730957
HU-HR_t-360min,3.6658406
Requested Positive aFRR Balancing Energy (kWh)_t-435min,3.661785
HU-HR Schedule_t+165min,3.6608267
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-225min,3.6593964
Net Planned Power Plant Generation_t-375min,3.64884
HU-UA Schedule_t+390min,3.6454747
temp_avg_t+420min,3.639059
HU-RO Schedule_t+150min,3.6280556
Gross Planned System Load_t-525min,3.6254485
HU-AT Schedule_t+60min,3.6164463
HU-HR_t-165min,3.6077893
Net Planned Power Plant Generation_t-195min,3.6072726
Net Domestic Generation (Actual)_t-285min,3.5996332
Wind Power Actual - Net Operational Control_t-360min,3.5939727
Estimated Wind Power Production (Current)_t+420min,3.5868485
Net System Load Forecast (Day-Ahead)_t-510min,3.5836484
HU-HR_t-405min,3.581651
Activated Negative aFRR Balancing Energy (kWh)_t-480min,3.5781596
Estimated Solar Power Production (Current)_t+330min,3.5706954
HU-RO_t-180min,3.5654685
Gross Planned Power Plant Generation_t+570min,3.558145
HU-UA Schedule_t+375min,3.5558665
HU-HR Schedule_t+585min,3.545522
Gross Planned System Load_t-60min,3.5423865
Estimated Solar Power Production (Current)_t+360min,3.5297222
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-255min,3.5296886
Gross System Load Forecast (Day-Ahead)_t+645min,3.527411
HU-RO Schedule_t+540min,3.5260675
Wind Power Actual - Net Commercial Settlement_t-270min,3.5230958
Net Planned Power Plant Generation_t-330min,3.520662
Negative GCC Energy (kWh)_t-585min,3.5024436
HU-AT Schedule_t+105min,3.5022485
Gross Planned System Load_t-390min,3.494264
HU-RO_t-495min,3.4867713
Net Planned Power Plant Generation_t-240min,3.4738474
Net Planned System Generation_t-330min,3.4720457
Requested Negative aFRR Balancing Energy (kWh)_t-480min,3.4703524
HU-UA_t-135min,3.4607708
Requested Negative aFRR Balancing Energy (kWh)_t-495min,3.4603596
Gross System Load Forecast (Day-Ahead)_t+450min,3.459333
Net Domestic Generation (Actual)_t-45min,3.4586241
HU-HR Schedule_t+705min,3.4580104
Activated Positive aFRR Balancing Energy Cost (HUF)_t-165min,3.4542923
HU-SK_t-90min,3.4534302
HU-SK_t-30min,3.452379
HU-HR_t-15min,3.4506986
HU-UA Schedule_t+510min,3.4503005
HU-RS Schedule_t+225min,3.4499912
HU-RO Schedule_t+285min,3.4484575
Positive GCC Energy (kWh)_t-480min,3.4483712
temp_avg_t+180min,3.444456
Gross Actual Power Plant Generation_t-225min,3.4440677
Net Planned Power Plant Generation_t-360min,3.441812
Activated Positive aFRR Balancing Energy Cost (HUF)_t-420min,3.4381578
Net Actual System Load - Net Commercial Settlement Measurement_t-90min,3.4365344
Requested Negative aFRR Balancing Energy (kWh)_t-540min,3.4329827
Gross Planned System Load_t-165min,3.4311097
Activated Negative aFRR Balancing Energy Cost (HUF)_t-480min,3.427971
Net Planned System Load_t-390min,3.4272425
Net Planned System Generation_t-345min,3.4265738
HU-HR Schedule_t+225min,3.4167807
Gross System Load Forecast (Day-Ahead)_t+270min,3.4166808
Gross System Load Forecast (Day-Ahead)_t+345min,3.4150696
temp_avg_t+315min,3.412723
Net Planned Power Plant Generation_t-315min,3.4116886
Requested Positive aFRR Balancing Energy (kWh)_t-75min,3.41163
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-180min,3.4082494
HU-HR_t-330min,3.404612
temp_std_t+405min,3.401589
Estimated Wind Power Production (Current)_t+240min,3.400408
Estimated Solar Power Production (Intraday)_t+285min,3.3971705
Requested Negative aFRR Balancing Energy (kWh)_t-390min,3.3968377
Net Planned Power Plant Generation_t-45min,3.3952663
HU-RO Schedule_t+210min,3.3903809
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-90min,3.3895967
temp_avg_t+480min,3.3830156
Net Planned Power Plant Generation_t-105min,3.3805182
Net Planned Power Plant Generation_t-390min,3.3685706
Requested Positive aFRR Balancing Energy (kWh)_t-540min,3.368053
HU-RO Schedule_t+510min,3.3678582
Net Planned Power Plant Generation_t-135min,3.3646147
Estimated Solar Power Production (Intraday)_t+345min,3.3560603
Net System Load Forecast (Day-Ahead)_t-330min,3.354707
Activated Positive aFRR Balancing Energy (kWh)_t-150min,3.3527648
temp_avg_t+450min,3.352225
Net Planned System Load_t-15min,3.3493729
Net Planned System Load_t-60min,3.3435233
HU-UA Schedule_t+630min,3.3408163
HU-SK Schedule_t+495min,3.3398995
Wind Power Actual - Net Operational Control_t-450min,3.3392806
Gross Actual Power Plant Generation_t-210min,3.33874
HU-HR_t-225min,3.3326697
HU-HR Schedule_t+255min,3.3278441
Gross Actual Power Plant Generation_t-375min,3.3273194
HU-RO Schedule_t+120min,3.3175328
temp_avg_t+150min,3.3174655
Negative GCC Energy (kWh)_t-240min,3.312756
HU-SK_t-300min,3.3120656
HU-RS,3.3025222
HU-HR Schedule_t+660min,3.2947788
temp_avg_t+90min,3.2924838
HU-SK_t-465min,3.2900217
Estimated Solar Power Production (Day-Ahead)_t+435min,3.262559
HU-HR Schedule_t+645min,3.261972
Gross Planned Power Plant Generation_t+555min,3.2536778
Estimated Solar Power Production (Current)_t+345min,3.2519083
HU-RO_t-210min,3.2510872
Net Planned System Load_t-30min,3.2466023
Wind Power Actual - Net Commercial Settlement_t-540min,3.244349
Activated Negative aFRR Balancing Energy (kWh)_t-285min,3.2401767
Activated Positive aFRR Balancing Energy (kWh)_t-465min,3.2361522
HU-SK_t-585min,3.2357354
HU-SK Schedule_t+285min,3.2354186
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-585min,3.226464
HU-RO Schedule_t+105min,3.2219949
Gross Planned System Load_t-195min,3.2205973
Gross Certified System Load (Actual)_t-90min,3.2116108
temp_std_t+645min,3.2101781
Net Planned Power Plant Generation,3.208424
temp_avg_t+495min,3.2024333
Gross Planned System Load_t-150min,3.2009554
Gross Actual System Load_t-30min,3.2000701
Wind Power Actual - Net Operational Control_t-285min,3.1972601
temp_avg_t+540min,3.1972172
Wind Power Actual - Net Operational Control_t-225min,3.1955533
HU-RS Schedule_t+180min,3.1935928
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-315min,3.182569
Requested Positive aFRR Balancing Energy (kWh)_t-105min,3.180068
Requested Positive aFRR Balancing Energy (kWh)_t-375min,3.179636
Gross Actual Power Plant Generation_t-75min,3.178986
Estimated Wind Power Production (Current)_t+195min,3.177712
Net Planned Power Plant Generation_t-255min,3.173973
HU-RO_t-480min,3.1710916
Estimated Wind Power Production (Current)_t+435min,3.168062
HU-SK_t-405min,3.1647515
HU-UA Schedule_t+360min,3.1604445
Gross Planned System Load_t-330min,3.1563106
HU-UA Schedule_t+600min,3.1522865
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-390min,3.1512825
Net Planned System Load_t-585min,3.149937
Activated Negative aFRR Balancing Energy (kWh)_t-525min,3.1483445
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-465min,3.1428955
Net Domestic Generation (Actual)_t-255min,3.14219
HU-HR Schedule_t+690min,3.1416779
Gross Planned System Load_t-135min,3.1415389
HU-AT_t-285min,3.134702
Activated Positive aFRR Balancing Energy Cost (HUF)_t-195min,3.127896
HU-SK Schedule_t+525min,3.1198738
HU-UA_t-240min,3.1170523
Gross Planned Power Plant Generation_t+630min,3.1157112
HU-HR Schedule_t+570min,3.112683
Gross Planned Power Plant Generation_t+525min,3.1005166
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-345min,3.0859246
HU-RO_t-15min,3.0838547
Net Planned Power Plant Generation_t-30min,3.0814078
Net Planned System Load_t-345min,3.0797741
HU-SK Schedule_t+435min,3.0794852
HU-HR_t-390min,3.067257
HU-HR Schedule_t+630min,3.0635424
Net Planned System Generation_t-465min,3.0597584
HU-RS Schedule,3.0580842
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-480min,3.0574436
HU-HR_t-180min,3.0544918
Gross Actual Power Plant Generation_t-390min,3.0535977
Net Planned Power Plant Generation_t-90min,3.0489976
Activated Negative aFRR Balancing Energy (kWh)_t-240min,3.0470583
temp_std_t+360min,3.0460026
Net Planned Power Plant Generation_t-585min,3.045762
HU-SK_t-555min,3.044033
Activated Negative aFRR Balancing Energy Cost (HUF)_t-240min,3.0439212
HU-UA_t-480min,3.0379367
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-585min,3.0355499
Net Domestic Generation (Actual)_t-495min,3.0331995
Net Actual System Load - Net Commercial Settlement Measurement_t-15min,3.0299513
Net Planned Power Plant Generation_t-180min,3.027568
Activated Positive aFRR Balancing Energy (kWh)_t-510min,3.0274222
Wind Power Actual - Net Operational Control_t-15min,3.0270755
Wind Power Actual - Net Operational Control_t-315min,3.0193484
HU-UA_t-60min,3.0185168
Net Planned System Generation_t-585min,3.0093217
temp_std_t+75min,3.0040832
HU-SK Schedule_t+390min,3.0037394
Wind Power Actual - Net Operational Control_t-195min,3.0018094
Net Domestic Generation (Actual)_t-165min,2.9891906
HU-UA_t-45min,2.981417
HU-RS_t-270min,2.9810054
Wind Power Actual - Net Operational Control_t-600min,2.9807355
Net Domestic Generation (Actual)_t-75min,2.9781535
HU-HR_t-135min,2.9764466
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-525min,2.9746687
HU-SK Schedule_t+540min,2.9714155
Negative GCC Energy (kWh)_t-600min,2.9703019
Net Load_t-15min,2.9653778
Net Planned System Load_t-570min,2.9643
HU-SK_t-525min,2.9607265
HU-HR_t-435min,2.9586816
Requested Positive aFRR Balancing Energy (kWh)_t-525min,2.9568934
Requested Negative aFRR Balancing Energy (kWh)_t-315min,2.9509919
Net Domestic Generation (Actual)_t-315min,2.950675
Net Planned Power Plant Generation_t-420min,2.9488242
Gross Planned Power Plant Generation_t+390min,2.948342
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-195min,2.9479222
Activated Negative aFRR Balancing Energy Cost (HUF)_t-195min,2.9472463
Net Planned System Load_t-600min,2.9402673
Gross System Load Forecast (Day-Ahead)_t+615min,2.937013
Net Actual System Load - Net Commercial Settlement Measurement_t-30min,2.9349682
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-510min,2.9320204
Net Load_t-150min,2.929608
Gross Planned Power Plant Generation_t+450min,2.9212148
HU-UA_t-300min,2.9205782
Negative GCC Energy (kWh)_t-285min,2.9168239
Net Planned System Generation_t-555min,2.9134533
temp_std_t+180min,2.9092069
HU-SK Schedule_t+375min,2.8914218
HU-AT_t-525min,2.8893895
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-105min,2.888425
temp_avg_t+330min,2.8879764
Gross Actual Power Plant Generation_t-495min,2.8759825
Net Planned System Generation_t-435min,2.8759487
HU-SK Schedule,2.8750331
Gross Certified System Load (Actual)_t-105min,2.8688192
Negative Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-450min,2.858294
Net Planned Power Plant Generation_t-270min,2.856762
HU-RO_t-600min,2.855195
Estimated Solar Power Production (Day-Ahead)_t+495min,2.852897
HU-HR_t-195min,2.8509128
Net Planned Power Plant Generation_t-300min,2.8495553
HU-HR_t-90min,2.8480506
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-570min,2.847444
Gross Planned System Load_t-375min,2.8449185
Activated Negative aFRR Balancing Energy (kWh)_t-495min,2.8447335
HU-UA Schedule_t+660min,2.8417125
HU-SK_t-540min,2.8412952
Negative GCC Energy (kWh)_t-375min,2.8373814
HU-SK Schedule_t+330min,2.836961
Activated Negative aFRR Balancing Energy (kWh)_t-390min,2.8357923
Negative GCC Energy (kWh)_t-570min,2.8346086
Net System Load Forecast (Day-Ahead)_t-225min,2.8325214
Net Load_t-405min,2.8275924
Activated Negative aFRR Balancing Energy Cost (HUF)_t-285min,2.826293
Estimated Wind Power Production (Intraday)_t+30min,2.824961
Net System Load Forecast (Day-Ahead)_t-150min,2.8233027
Positive Balancing Energy Unit Price for Balance Groups (HUF/kWh)_t-510min,2.8224254
Estimated Solar Power Production (Intraday)_t+570min,2.8217506
Net System Load Forecast (Day-Ahead)_t-90min,2.8208773
Requested Positive aFRR Balancing Energy (kWh)_t-510min,2.8136268
HU-SK Schedule_t+345min,2.810161
HU-SK Schedule_t+690min,2.8088527
Net Domestic Generation (Actual)_t-330min,2.8039749
Gross Planned Power Plant Generation_t+420min,2.8013582
Net Planned Power Plant Generation_t-435min,2.7998843
HU-SK Schedule_t+720min,2.795996
Gross Planned Power Plant Generation_t+345min,2.793145
Estimated Solar Power Production (Intraday)_t+585min,2.7927809
HU-SK Schedule_t+480min,2.791153
Negative GCC Energy (kWh)_t-360min,2.7857573
Activated Positive aFRR Balancing Energy Cost (HUF)_t-90min,2.7820053
HU-UA Schedule_t+330min,2.7811956
Estimated Wind Power Production (Current)_t+330min,2.7768657
Gross Actual Power Plant Generation_t-60min,2.7736878
Net Planned System Load_t-510min,2.7656817
Estimated Wind Power Production (Day-Ahead)_t+285min,2.765571
Estimated Solar Power Production (Day-Ahead)_t+330min,2.7640636
HU-SK Schedule_t+135min,2.759692
Net Planned System Load_t-435min,2.759649
Gross Actual Power Plant Generation_t-135min,2.7595172
Net Planned System Generation_t-90min,2.7575648
Requested Negative aFRR Balancing Energy (kWh)_t-510min,2.757439
Estimated Wind Power Production (Current)_t+345min,2.7498214
HU-HR Schedule_t+315min,2.7437713
Requested Negative aFRR Balancing Energy (kWh)_t-600min,2.740498
HU-HR_t-345min,2.7378268
Gross Actual System Load_t-75min,2.7350624
Estimated Wind Power Production (Current)_t+120min,2.7331536
Activated Negative aFRR Balancing Energy Cost (HUF)_t-270min,2.7325919
Net Planned Power Plant Generation_t-570min,2.7309713
